-781596,-790989,1097108,1573483,19,-3,5,-22,-1,24,-11,-14,5,7,-9,21,-970776,-988272,-996551,-1007285
-781596,-790989,1097108,1573483,19,-3,5,0,-10,32,-11,-14,5,7,-9,21,-970621,-988132,-996542,-1007203
-7528708,-6324522,8388607,8388607,19,-3,5,0,-10,32,-11,-14,5,7,-9,21,-970829,-988401,-996489,-1007108
-8388608,-8388608,8388607,8388607,19,-3,5,0,-10,32,-16,-15,8,7,-9,21,-970814,-988474,-996495,-1007202
-7407840,-8388608,8388607,8388607,19,-3,5,0,-10,32,-16,-15,8,7,-9,21,-970742,-988398,-996514,-1007211
-3143839,-8388608,8388607,8388607,19,-3,5,0,-10,32,-16,-15,8,7,-9,21,-970926,-988557,-996558,-1007211
-998407,-6543230,7386888,8388607,19,-3,5,0,-10,32,-16,-15,8,7,-9,21,-970825,-988572,-996578,-1007230
-1017376,-3616347,4538905,8388607,19,-3,5,0,-10,32,-16,-15,8,7,-9,21,-970732,-988371,-996497,-1007230
481181,-1339628,771836,3216673,19,-3,5,0,-10,32,-16,-15,8,7,-9,21,-970739,-988485,-996420,-1007221
338044,-268381,-133471,224077,20,2,1,0,-10,28,-16,-15,17,7,-9,8,-970711,-988189,-996567,-1007201
-751751,-760187,1050561,1535581,20,2,1,0,-10,28,-16,-15,17,7,-9,8,-970680,-988362,-996409,-1006973
-3215955,-2891151,4294255,6201608,20,2,1,33,-10,25,-16,-15,17,33,1,11,-970680,-988362,-996409,-1006973
-7343916,-6131984,8388607,8388607,20,2,1,33,-10,25,-16,-15,17,33,1,11,-970852,-988283,-996653,-1007284
-8388608,-8388608,8388607,8388607,20,2,1,33,-10,25,24,3,14,33,1,11,-970652,-988251,-996583,-1007257
-7165249,-8388608,8388607,8388607,20,2,1,33,-10,25,24,3,14,33,1,11,-970825,-988580,-996535,-1007136
-3048499,-8388608,8388607,8388607,20,2,1,33,-10,25,24,3,14,33,1,11,-970732,-988458,-996549,-1007104
-1039724,-6468708,7365826,8388607,20,2,1,33,-10,25,24,3,14,33,1,11,-970659,-988371,-996567,-1007172
-957405,-3582919,4445289,8388607,20,2,1,33,-10,25,24,3,14,33,1,11,-970612,-988431,-996475,-1007100
525676,-1332383,718243,3181524,20,2,1,33,-10,25,24,3,14,33,1,11,-970782,-988462,-996574,-1007222
328910,-262471,-132648,225461,-37,-8,24,33,-10,32,24,3,8,33,1,21,-970811,-988314,-996620,-1007363
-716413,-724327,997673,1482943,-37,-8,24,33,-10,32,24,3,8,-32,-1,11,-970811,-988314,-996620,-1007363
-3099927,-2797845,4132943,6075451,-37,-8,24,-29,5,28,24,3,8,-32,-1,11,-970768,-988477,-996503,-1007110
-7095219,-5973033,8388607,8388607,-37,-8,24,-29,5,28,24,3,8,-32,-1,11,-970798,-988227,-996488,-1007209
-8388608,-8388608,8388607,8388607,-37,-8,24,-29,5,28,0,5,14,-32,-1,11,-970821,-988326,-996500,-1007258
-6982342,-8388608,8388607,8388607,-37,-8,24,-29,5,28,0,5,14,-32,-1,11,-970751,-988444,-996419,-1007051
-3012088,-8388608,8388607,8388607,-37,-8,24,-29,5,28,0,5,14,-32,-1,11,-970860,-988476,-996538,-1007215
-1076667,-6423602,7365416,8388607,-37,-8,24,-29,5,28,0,5,14,-32,-1,11,-970618,-988358,-996402,-1007125
-891394,-3571116,4367471,8388607,-37,-8,24,-29,5,28,0,5,14,-32,-1,11,-970757,-988483,-996472,-1007307
574365,-1332452,668948,3192042,-37,-8,24,-29,5,28,0,5,14,-32,-1,11,-970935,-988694,-996514,-1007328
333095,-258830,-140154,238108,9,8,5,-29,5,25,0,5,14,-32,-1,11,-970935,-988694,-996514,-1007328
-683698,-689879,948808,1428449,9,8,5,-7,7,25,0,5,14,-32,-1,11,-970729,-988385,-996378,-1007109
-2994246,-2718004,3985853,5950438,9,8,5,-7,7,25,0,5,14,-8,8,8,-970598,-988254,-996534,-1007282
-6861864,-5845266,8388607,8388607,9,8,5,-7,7,25,0,5,14,-8,8,8,-970661,-988390,-996375,-1007105
-8388608,-8388608,8388607,8388607,9,8,5,-7,7,25,-26,-2,12,-8,8,8,-970734,-988476,-996410,-1007132
-6822149,-8388608,8388607,8388607,9,8,5,-7,7,25,-26,-2,12,-8,8,8,-970728,-988346,-996473,-1007159
-2952277,-8388608,8388607,8388607,9,8,5,-7,7,25,-26,-2,12,-8,8,8,-970791,-988406,-996547,-1007265
-1076769,-6382519,7332058,8388607,9,8,5,-7,7,25,-26,-2,12,-8,8,8,-970900,-988384,-996473,-1007288
-809229,-3545297,4259574,8388607,9,8,5,-7,7,25,-26,-2,12,-8,8,8,-970734,-988429,-996421,-1007206
633836,-1315912,595330,3189216,9,8,5,-7,7,25,-26,-2,12,-8,8,8,-970676,-988419,-996402,-1007216
339979,-252257,-149172,248580,8,1,-3,-7,7,28,-26,-2,14,-8,8,11,-970676,-988419,-996402,-1007216
-667733,-673334,924280,1405306,8,1,-3,9,4,27,-26,-2,14,-8,8,11,-970753,-988353,-996424,-1007285
-2936657,-2665101,3902359,5889634,8,1,-3,9,4,27,-26,-2,14,11,9,14,-970753,-988353,-996424,-1007285
-6691335,-5749448,8388607,8388607,8,1,-3,9,4,27,-26,-2,14,11,9,14,-970664,-988270,-996572,-1007183
-8388608,-8388608,8388607,8388607,8,1,-3,9,4,27,10,9,17,11,9,14,-970745,-988421,-996558,-1007207
-6678525,-8388608,8388607,8388607,8,1,-3,9,4,27,10,9,17,11,9,14,-970649,-988258,-996564,-1007269
-2897364,-8388608,8388607,8388607,8,1,-3,9,4,27,10,9,17,11,9,14,-970738,-988280,-996590,-1007232
-1084418,-6335783,7299036,8388607,8,1,-3,9,4,27,10,9,17,11,9,14,-970728,-988438,-996534,-1007181
-737059,-3508942,4151317,8388607,8,1,-3,9,4,27,10,9,17,11,9,14,-970630,-988250,-996456,-1007087
687734,-1288145,514234,3165828,8,1,-3,9,4,27,10,9,17,11,9,14,-970796,-988505,-996413,-1007098
348343,-241861,-164991,245841,-6,-12,13,9,4,25,10,9,12,11,9,8,-970796,-988505,-996413,-1007098
-654741,-662578,903661,1390346,-6,-12,13,-8,-8,26,10,9,12,11,9,8,-970478,-987986,-996447,-1007214
-2889505,-2643700,3835528,5844524,-6,-12,13,-8,-8,26,10,9,12,-7,-15,3,-970785,-988425,-996477,-1007167
-6552881,-5709447,8307289,8388607,-6,-12,13,-8,-8,26,10,9,12,-7,-15,3,-970927,-988655,-996522,-1007201
-8388608,-8388608,8388607,8388607,-6,-12,13,-8,-8,26,-2,-16,9,-7,-15,3,-970773,-988565,-996543,-1007218
-6547166,-8388608,8388607,8388607,-6,-12,13,-8,-8,26,-2,-16,9,-7,-15,3,-970692,-988418,-996518,-1007178
-2821481,-8388608,8388607,8388607,-6,-12,13,-8,-8,26,-2,-16,9,-7,-15,3,-970700,-988409,-996493,-1007186
-1044504,-6326515,7255411,8388607,-6,-12,13,-8,-8,26,-2,-16,9,-7,-15,3,-970715,-988419,-996444,-1007258
-670462,-3509902,4086378,8388607,-6,-12,13,-8,-8,26,-2,-16,9,-7,-15,3,-970592,-988247,-996521,-1007286
731099,-1295594,480469,3232501,-6,-12,13,-8,-8,26,-2,-16,9,-7,-15,3,-970672,-988395,-996509,-1007275
374514,-246234,-183518,261880,9,0,0,-8,-8,27,-2,-16,17,-7,-15,14,-970672,-988395,-996509,-1007275
374514,-246234,-183518,261880,9,0,0,10,-5,26,-2,-16,17,-7,-15,14,-970713,-988430,-996536,-1007271
-2831082,-2596384,3757444,5770187,9,0,0,10,-5,26,-2,-16,17,7,5,10,-970626,-988358,-996559,-1007157
-6388662,-5641794,8207016,8388607,9,0,0,10,-5,26,2,-1,8,7,5,10,-970626,-988358,-996559,-1007157
-8367311,-8388608,8388607,8388607,9,0,0,10,-5,26,2,-1,8,7,5,10,-970749,-988491,-996553,-1007164
-6434569,-8388608,8388607,8388607,9,0,0,10,-5,26,2,-1,8,7,5,10,-970602,-988386,-996577,-1007232
-2792764,-8388608,8388607,8388607,9,0,0,10,-5,26,2,-1,8,7,5,10,-970599,-988440,-996526,-1007176
-1043587,-6338302,7267796,8388607,9,0,0,10,-5,26,2,-1,8,7,5,10,-970666,-988406,-996560,-1007308
-625164,-3518768,4050116,8388607,9,0,0,10,-5,26,2,-1,8,7,5,10,-970530,-988288,-996510,-1007165
764612,-1295682,449809,3254463,9,0,0,10,-5,26,2,-1,8,7,5,10,-970591,-988261,-996396,-1007057
387271,-242367,-193461,265327,-8,-9,10,10,-5,26,2,-1,9,7,5,3,-970591,-988261,-996396,-1007057
-616157,-628431,852016,1322779,-8,-9,10,4,-17,26,2,-1,9,7,5,3,-970718,-988403,-996509,-1007151
-2772646,-2558776,3680753,5689844,-8,-9,10,4,-17,26,2,-1,9,6,-8,17,-970677,-988419,-996535,-1007312
-6261656,-5587909,8115180,8388607,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970798,-988553,-996490,-1007182
-8220592,-8388608,8388607,8388607,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970757,-988350,-996528,-1007186
-6380451,-8388608,8388607,8388607,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970742,-988443,-996587,-1007173
-2819791,-8388608,8388607,8388607,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970706,-988531,-996553,-1007560
-1078555,-6350701,7314033,8388607,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970685,-988462,-996521,-1007917
-596782,-3532374,4035525,8388607,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970725,-988353,-996624,-1007849
780979,-1311271,445380,3271345,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970763,-988436,-996644,-1007981
391751,-248661,-198193,273779,-8,-9,10,4,-17,26,17,-2,17,6,-8,17,-970760,-988485,-996529,-1007964
-607560,-620407,837296,1307049,-10,0,9,-13,4,27,17,-2,8,6,-8,10,-970760,-988485,-996529,-1007964
-2745189,-2538562,3643973,5656826,-10,0,9,-13,4,27,17,-2,8,-15,-5,11,-970788,-988521,-996517,-1007800
-6165848,-5574591,8060411,8388607,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970595,-988169,-996473,-1007915
-8112512,-8388608,8388607,8388607,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970738,-988422,-996571,-1007888
-6317067,-8388608,8388607,8388607,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970792,-988374,-996536,-1007864
-2788977,-8388608,8388607,8388607,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970711,-988392,-996573,-1007893
-1070708,-6365969,7323164,8388607,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970745,-988492,-996566,-1007927
-552233,-3546847,4005416,8388607,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970725,-988363,-996412,-1007802
812243,-1320402,420251,3246461,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970642,-988347,-996374,-1007871
388668,-251850,-196118,276393,-10,0,9,-13,4,27,-16,0,14,-15,-5,11,-970665,-988476,-996433,-1007855
-600417,-614527,827243,1298568,11,5,6,10,-1,30,-16,0,17,-15,-5,17,-970665,-988476,-996433,-1007855
-2718399,-2531512,3609920,5627799,11,5,6,10,-1,30,-16,0,17,5,6,9,-970870,-988651,-996359,-1007887
-6087644,-5565438,8011674,8388607,11,5,6,10,-1,30,8,3,15,5,6,9,-970536,-988175,-996384,-1007880
-8017224,-8388608,8388607,8388607,11,5,6,10,-1,30,8,3,15,5,6,9,-970623,-988275,-996444,-1007906
-6265802,-8388608,8388607,8388607,11,5,6,10,-1,30,8,3,15,5,6,9,-970656,-988314,-996482,-1007876
-2779575,-8388608,8388607,8388607,11,5,6,10,-1,30,8,3,15,5,6,9,-970634,-988405,-996411,-1007884
-1082342,-6403955,7371976,8388607,11,5,6,10,-1,30,8,3,15,5,6,9,-970681,-988311,-996331,-1007816
-537116,-3586872,4030749,8388607,11,5,6,10,-1,30,8,3,15,5,6,9,-970584,-988379,-996342,-1007855
813673,-1361693,456246,3305043,11,5,6,10,-1,30,8,3,15,5,6,9,-970734,-988425,-996490,-1007892
393797,-267285,-193297,300381,11,5,6,10,-1,30,8,3,15,5,6,9,-970670,-988306,-996458,-1007921
-587692,-603616,809841,1275808,-9,6,6,-7,7,30,8,3,14,5,6,11,-970670,-988306,-996458,-1007921
-2673691,-2502471,3552604,5565038,-9,6,6,-7,7,30,8,3,14,-8,11,12,-970805,-988440,-996431,-1007936
-5995489,-5516141,7938043,8388607,-9,6,6,-7,7,30,-6,20,16,-8,11,12,-970535,-988251,-996467,-1007903
-7943838,-8386901,8388607,8388607,-9,6,6,-7,7,30,-6,20,16,-8,11,12,-970681,-988278,-996575,-1008088
-6259931,-8388608,8388607,8388607,-9,6,6,-7,7,30,-6,20,16,-8,11,12,-970729,-988397,-996544,-1007962
-2806224,-8388608,8388607,8388607,-9,6,6,-7,7,30,-6,20,16,-8,11,12,-970723,-988391,-996478,-1007924
-1113804,-6437111,7434329,8388607,-9,6,6,-7,7,30,-6,20,16,-8,11,12,-970697,-988368,-996495,-1007877
-528905,-3618579,4054139,8388607,-9,6,6,-7,7,30,-6,20,16,-8,11,12,-970751,-988532,-996600,-1007940
827011,-1378523,459291,3326903,-9,6,6,-7,7,30,-6,20,16,-8,11,12,-970737,-988436,-996512,-1007933
393719,-270304,-190644,315416,-9,6,6,0,2,30,-6,20,16,-8,11,12,-970737,-988436,-996512,-1007933
-576974,-594444,796015,1257175,-3,9,8,0,2,30,-6,20,15,-8,11,9,-970759,-988457,-996526,-1007929
-576974,-594444,796015,1257175,-3,9,8,0,2,30,-6,20,15,-8,11,9,-970621,-988239,-996489,-1007848
-5935783,-5493721,7891201,8388607,-3,9,8,0,2,30,-1,0,16,-11,5,14,-970621,-988239,-996489,-1007848
-7876761,-8376059,8388607,8388607,-3,9,8,0,2,30,-1,0,16,-11,5,14,-970721,-988407,-996524,-1007950
-6211612,-8388608,8388607,8388607,-3,9,8,0,2,30,-1,0,16,-11,5,14,-970578,-988230,-996411,-1007866
-2824103,-8388608,8388607,8388607,-3,9,8,0,2,30,-1,0,16,-11,5,14,-970595,-988207,-996358,-1007789
-1131539,-6472104,7484660,8388607,-3,9,8,0,2,30,-1,0,16,-11,5,14,-970665,-988375,-996406,-1007873
-517308,-3649276,4073348,8388607,-3,9,8,0,2,30,-1,0,16,-11,5,14,-970636,-988274,-996532,-1007918
834021,-1403923,473686,3353268,-3,9,8,0,2,30,-1,0,16,-11,5,14,-970694,-988348,-996413,-1007873
396729,-280752,-190113,328834,-3,9,8,4,-5,30,-1,0,16,-11,5,14,-970694,-988348,-996413,-1007873
396729,-280752,-190113,328834,7,-4,2,4,-5,31,-1,0,16,-11,5,12,-970733,-988334,-996555,-1007906
-2634957,-2492624,3503973,5516896,7,-4,2,4,-5,31,-1,0,16,-11,5,12,-970883,-988296,-996527,-1007822
-5903333,-5492374,7878281,8388607,7,-4,2,4,-5,31,0,-10,0,6,-4,16,-970883,-988296,-996527,-1007822
-7838147,-8360795,8388607,8388607,7,-4,2,4,-5,31,0,-10,0,6,-4,16,-971040,-988358,-996441,-1007916
-6167096,-8388608,8388607,8388607,7,-4,2,4,-5,31,0,-10,0,6,-4,16,-970942,-988189,-996422,-1007814
-2781681,-8388608,8388607,8388607,7,-4,2,4,-5,31,0,-10,0,6,-4,16,-970896,-988350,-996588,-1007955
-1108018,-6479724,7469239,8388607,7,-4,2,4,-5,31,0,-10,0,6,-4,16,-971051,-988269,-996475,-1007842
-437436,-3645216,3988002,8388607,7,-4,2,4,-5,31,0,-10,0,6,-4,16,-970966,-988305,-996454,-1007843
864455,-1389741,417266,3164198,7,-4,2,4,-5,31,0,-10,0,6,-4,16,-970926,-988252,-996451,-1007830
344928,-260012,-163707,293516,7,-4,2,-2,-10,31,0,-10,0,6,-4,16,-970926,-988252,-996451,-1007830
-577273,-588852,790449,1260801,9,-12,7,-2,-10,31,0,-10,16,6,-4,14,-970932,-988257,-996468,-1007881
-2637953,-2488759,3505995,5529819,9,-12,7,-2,-10,31,0,-10,16,6,-4,14,-970970,-988301,-996417,-1007847
-5911446,-5490630,7904452,8388607,9,-12,7,-2,-10,31,2,-11,10,3,-10,13,-970970,-988301,-996417,-1007847
-7797326,-8376672,8388607,8388607,9,-12,7,-2,-10,31,2,-11,10,3,-10,13,-970963,-988281,-996654,-1008053
-6034565,-8388608,8388607,8388607,9,-12,7,-2,-10,31,2,-11,10,3,-10,13,-971013,-988471,-996638,-1007961
-2544581,-8388608,8388607,8388607,9,-12,7,-2,-10,31,2,-11,10,3,-10,13,-970949,-988349,-996637,-1007898
-815012,-6550816,7256333,8388607,9,-12,7,-2,-10,31,2,-11,10,3,-10,13,-971001,-988376,-996471,-1007931
-323436,-3729193,3959222,8388607,9,-12,7,-2,-10,31,2,-11,10,3,-10,13,-971044,-988423,-996465,-1007916
941547,-1469424,415295,3392936,9,-12,7,-2,-10,31,2,-11,10,3,-10,13,-971135,-988397,-996580,-1007887
409124,-299182,-197999,343646,9,-12,7,6,-10,31,2,-11,10,3,-10,13,-971135,-988397,-996580,-1007887
-563499,-582190,776152,1241073,-1,-16,6,6,-10,15,2,-11,0,3,-10,16,-970979,-988292,-996452,-1007928
-2608561,-2472782,3469049,5484615,-1,-16,6,6,-10,15,-4,-16,9,3,-10,16,-970910,-988349,-996327,-1007739
-5852376,-5479587,7851840,8388607,-1,-16,6,6,-10,15,-4,-16,9,0,-10,7,-970968,-988332,-996502,-1007976
-7722803,-8388608,8388607,8388607,-1,-16,6,6,-10,15,-4,-16,9,0,-10,7,-971016,-988418,-996566,-1007867
-6040581,-8388608,8388607,8388607,-1,-16,6,6,-10,15,-4,-16,9,0,-10,7,-971047,-988406,-996548,-1007912
-2588317,-8388608,8388607,8388607,-1,-16,6,6,-10,15,-4,-16,9,0,-10,7,-971150,-988558,-996702,-1007944
-861819,-6613687,7362115,8388607,-1,-16,6,6,-10,15,-4,-16,9,0,-10,7,-970991,-988371,-996579,-1007933
-313244,-3789819,4008656,8388607,-1,-16,6,6,-10,15,-4,-16,9,0,-10,7,-971064,-988450,-996663,-1008042
939037,-1512741,445626,3345963,-1,-16,6,6,-10,15,-4,-16,9,0,-10,7,-970993,-988330,-996619,-1007916
376021,-297235,-173972,343453,-1,-16,6,0,4,15,-4,-16,9,0,-10,7,-970993,-988330,-996619,-1007916
-551451,-566204,758364,1215919,5,0,8,0,4,29,-4,-16,10,0,-10,13,-971032,-988505,-996559,-1008025
-2567052,-2449551,3418291,5423711,5,0,8,0,4,29,0,-2,6,0,-10,13,-971009,-988410,-996530,-1007914
-5782662,-5461701,7790701,8388607,5,0,8,0,4,29,0,-2,6,-7,4,9,-971093,-988354,-996593,-1007981
-7672089,-8388608,8388607,8388607,5,0,8,0,4,29,0,-2,6,-7,4,9,-970972,-988436,-996519,-1007877
-6062457,-8388608,8388607,8388607,5,0,8,0,4,29,0,-2,6,-7,4,9,-971119,-988563,-996604,-1008034
-2660955,-8388608,8388607,8388607,5,0,8,0,4,29,0,-2,6,-7,4,9,-971008,-988369,-996515,-1007978
-937989,-6658853,7477184,8388607,5,0,8,0,4,29,0,-2,6,-7,4,9,-970974,-988392,-996642,-1008047
