14236,-109412,63048,-34596,0,0,0,0,-11,0,33,5,16,27,34,35,1,9,1,5,10,0,30
14418,-109462,62846,-34454,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14419,-109422,62792,-34441,0,0,0,0,-17,8,32,2,18,36,27,42,-1,0,2,8,3,5,33
14276,-109449,62752,-34272,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14456,-109477,62679,-34320,0,0,0,0,-16,12,18,6,18,24,8,23,0,-6,1,6,5,11,23
14441,-109524,62776,-34412,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14268,-109502,62954,-34449,0,0,0,0,-14,-5,14,-13,13,16,8,24,13,-9,7,4,0,0,20
14239,-109534,63024,-34296,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14311,-109490,62883,-34317,0,0,0,0,-13,-6,6,-9,7,24,15,31,7,-16,13,-5,0,-7,16
14126,-109413,62936,-34373,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14003,-109478,63031,-34482,0,0,0,0,-15,0,5,0,11,32,16,35,-6,-16,0,-3,0,2,16
14189,-109548,62988,-34319,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14379,-109521,62842,-34357,0,0,0,0,-6,18,4,16,22,33,20,41,1,-7,5,5,4,15,26
14513,-109523,62656,-34375,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14394,-109637,62856,-34434,0,0,0,0,0,13,19,20,19,32,32,28,-3,3,2,7,22,11,24
14270,-109769,63106,-34499,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14305,-109688,63076,-34184,0,0,0,0,-1,4,28,16,6,8,15,11,16,9,4,4,20,-1,4
14319,-109619,62967,-34081,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14276,-109468,62923,-34140,0,0,0,0,9,-17,17,24,-5,-3,5,11,31,21,2,4,19,-3,-8
14363,-109239,62882,-34147,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14293,-109304,62742,-34303,0,0,0,0,26,-12,-23,8,-1,15,0,27,20,8,7,-3,13,-5,-16
14207,-109348,62868,-34416,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14319,-109414,62832,-34255,0,0,0,0,9,-3,-35,0,-1,18,7,18,3,-8,9,-26,-7,-5,3
14466,-109351,62813,-34217,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14460,-109454,62832,-34283,0,0,0,0,-13,-1,-9,-4,-4,25,23,21,9,-12,-10,-19,-5,-5,20
14403,-109629,62859,-34329,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14166,-109586,63029,-34386,0,0,0,0,-17,0,13,4,6,19,15,29,11,-14,-5,0,5,-5,21
13989,-109533,63281,-34476,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13863,-109506,63311,-34757,0,0,0,0,-13,-6,14,0,18,26,13,33,0,0,15,1,2,5,19
13851,-109499,63016,-34824,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13923,-109267,63031,-34724,0,0,0,0,-17,-12,22,-7,17,23,16,33,7,-7,4,5,5,0,26
13920,-109275,63114,-34855,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14015,-109431,63177,-34960,0,0,0,0,-9,-5,23,6,1,30,25,35,8,0,4,3,5,2,18
14129,-109546,63285,-34842,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14232,-109582,63319,-34828,0,0,0,0,-10,-1,7,13,11,22,17,26,9,-2,-2,0,12,1,12
14332,-109646,63144,-34802,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14350,-109666,63023,-34802,0,0,0,0,2,-1,15,9,-1,21,21,21,15,5,1,-5,15,-3,9
14333,-109562,62948,-35045,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14149,-109487,62993,-35209,0,0,0,0,-6,-11,18,16,1,25,11,20,13,6,0,-7,14,-7,6
14169,-109322,63034,-34904,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14086,-109160,63008,-34804,0,0,0,0,0,-7,5,11,-2,20,1,22,12,6,0,-7,13,-11,5
14114,-109357,63083,-35061,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14026,-109476,63244,-35341,0,0,0,0,-3,-10,3,10,-2,23,3,27,12,-2,-4,-2,13,-11,11
13969,-109570,63336,-35450,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14037,-109832,63218,-35260,0,0,0,0,-1,-5,7,1,3,25,14,31,10,-12,5,-7,5,-4,15
14259,-109790,63194,-35161,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14162,-109784,63309,-35235,0,0,0,0,-13,8,14,4,7,29,17,32,4,-15,0,-4,-1,0,23
14127,-109786,63299,-35237,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14178,-109612,63331,-35140,0,0,0,0,-17,-1,12,-4,11,16,18,28,5,-17,11,6,-9,3,21
14154,-109620,63258,-35329,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14129,-109646,63150,-35654,0,0,0,0,-15,12,6,-1,6,22,13,32,6,-7,8,0,1,5,19
14176,-109586,63070,-35591,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14141,-109607,63003,-35626,0,0,0,0,-5,-4,9,3,10,22,10,24,0,-2,3,0,4,3,10
14194,-109647,62960,-35687,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14527,-109506,62907,-35537,0,0,0,0,-7,9,9,7,14,19,9,35,6,-1,8,1,18,0,18
14294,-109611,63078,-35681,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13981,-109604,63305,-35611,0,0,0,0,-1,6,9,8,16,20,18,23,8,4,6,2,8,8,15
13937,-109564,63291,-35371,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14187,-109463,63066,-35127,0,0,0,0,2,4,3,7,6,21,9,31,2,-5,8,2,13,2,13
14384,-109412,62984,-35196,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14066,-109479,63217,-35451,0,0,0,0,-2,1,18,8,15,21,12,24,8,-5,3,1,5,2,17
13879,-109482,63301,-35724,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14014,-109452,63271,-35644,0,0,0,0,-9,2,16,2,7,22,15,24,0,-1,12,6,4,-2,17
14236,-109546,63203,-35542,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14316,-109595,63170,-35788,0,0,0,0,-5,11,10,9,9,21,17,35,-5,-3,4,8,3,12,10
14270,-109644,63184,-35807,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14147,-109607,63173,-35821,0,0,0,0,-7,-5,8,6,11,17,13,24,-3,0,4,-3,6,1,16
14179,-109502,63086,-35796,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14168,-109354,62929,-35851,0,0,0,0,-2,-8,-7,11,5,22,6,20,11,-2,0,-9,14,0,13
14030,-109437,62931,-36213,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14122,-109522,62991,-36284,0,0,0,0,-17,-12,7,-6,4,21,15,29,10,-11,2,-2,4,-11,11
14358,-109529,62902,-36185,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14402,-109569,62806,-36116,0,0,0,0,-12,0,7,5,7,28,16,26,-11,-4,8,-13,-1,0,11
14527,-109561,62781,-36037,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14734,-109494,62626,-35917,0,0,0,0,0,11,13,15,6,17,17,25,0,-3,4,-1,8,0,12
14565,-109530,62612,-35892,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14300,-109553,62849,-35909,0,0,0,0,-7,0,28,20,12,32,18,29,0,5,-4,1,13,8,24
14238,-109548,62986,-36008,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14154,-109484,63142,-36313,0,0,0,0,-10,-9,39,14,1,17,14,25,2,2,0,-1,9,-1,29
14118,-109396,63155,-36509,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14088,-109391,63014,-36481,0,0,0,0,10,-5,1,5,-7,9,9,12,36,5,2,-8,9,-4,4
14131,-109371,62876,-36280,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14368,-109441,62604,-36319,0,0,0,0,14,-16,-33,4,-7,4,-1,18,12,-10,1,-15,10,-6,-17
14578,-109450,62625,-36339,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14399,-109578,62882,-36261,0,0,0,0,0,-4,-33,0,-6,19,0,17,11,-19,2,-9,-5,-5,-10
14104,-109667,63140,-36226,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14030,-109681,63283,-36351,0,0,0,0,0,3,-14,-8,2,17,11,16,5,-19,5,-7,-4,-4,2
14022,-109676,63389,-36466,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14042,-109561,63239,-36392,0,0,0,0,2,1,3,10,-2,17,14,14,9,-9,6,-16,-2,3,9
14174,-109399,62836,-36062,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14426,-109262,62544,-35958,0,0,0,0,0,3,8,11,10,11,4,22,6,-6,20,-12,-3,7,1
14641,-109404,62436,-35958,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14646,-109428,62664,-35924,0,0,0,0,-7,-15,5,1,9,1,20,23,5,-4,9,-9,1,8,6
14396,-109427,62779,-35981,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14381,-109464,62823,-36121,0,0,0,0,3,-4,5,8,6,11,20,22,0,0,8,-14,4,0,1
14234,-109624,62882,-36183,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14156,-109632,63071,-36272,0,0,0,0,14,-3,-4,16,4,7,17,14,13,2,3,-11,15,-8,-3
14183,-109530,63063,-36356,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14126,-109445,63009,-36487,0,0,0,0,16,-5,6,20,11,9,13,19,12,12,8,-15,18,0,-7
14182,-109322,63020,-36568,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14144,-109331,62965,-36675,0,0,0,0,5,-3,16,20,-1,17,21,14,0,11,0,-11,17,-5,0
14049,-109347,63018,-36863,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14186,-109346,63208,-36815,0,0,0,0,6,-8,16,15,5,24,19,19,12,12,6,-1,23,-5,5
14276,-109469,63131,-36641,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14324,-109586,62906,-36404,0,0,0,0,-2,-2,13,14,1,17,17,23,3,0,0,0,12,2,16
14528,-109545,62785,-36111,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14463,-109542,62762,-36138,0,0,0,0,-19,7,10,-3,9,27,13,32,5,-7,3,4,11,0,19
14149,-109406,62999,-36333,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14055,-109276,63065,-36405,0,0,0,0,-17,8,7,-6,11,27,11,30,0,-19,1,-9,-2,0,26
14068,-109357,62875,-36358,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14151,-109338,62881,-36504,0,0,0,0,-18,6,1,-3,17,26,13,31,2,-14,8,-1,-6,4,20
14294,-109385,62791,-36574,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14308,-109399,62729,-36719,0,0,0,0,-17,1,-4,-8,14,15,10,30,1,-12,4,-4,-5,-5,19
14318,-109337,62733,-36826,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14419,-109383,62765,-36768,0,0,0,0,-3,-3,-3,-2,4,17,0,22,9,-11,9,-7,-4,2,8
14330,-109547,62715,-36815,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14293,-109472,62758,-36642,0,0,0,0,-3,4,2,4,8,7,12,24,2,-10,6,5,9,2,6
14147,-109332,62856,-36667,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14044,-109170,62921,-36928,0,0,0,0,-5,7,19,1,6,17,14,18,15,1,7,-9,5,2,8
14029,-109158,62882,-37140,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14151,-109143,62703,-37144,0,0,0,0,1,-2,19,14,15,24,19,28,4,6,-2,2,14,0,9
14255,-109077,62618,-36917,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14280,-109163,62451,-36999,0,0,0,0,0,-5,25,13,0,30,21,32,2,0,1,10,20,1,13
14363,-109220,62512,-37007,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14364,-109236,62664,-36909,0,0,0,0,-1,-1,28,17,7,26,18,29,4,3,-6,0,14,0,24
14231,-109276,62667,-36956,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14122,-109274,62787,-37039,0,0,0,0,-1,-1,28,13,14,33,18,33,-1,2,3,3,11,4,21
14181,-109156,62644,-37118,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14041,-109042,62679,-37036,0,0,0,0,-11,-3,23,13,6,32,12,27,-3,0,7,6,6,-4,22
13882,-108938,62696,-37015,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14093,-109003,62681,-36854,0,0,0,0,-10,-2,14,-5,3,15,4,20,9,-16,3,0,-12,-4,18
14199,-109124,62691,-36786,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14276,-109104,62574,-36642,0,0,0,0,-22,-7,4,-13,1,18,1,32,12,-29,4,-15,-26,-8,21
14253,-109112,62579,-36581,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14251,-109174,62618,-36582,0,0,0,0,-20,9,0,-14,3,23,13,28,0,-30,8,-15,-20,2,18
14253,-109141,62694,-36616,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14187,-109144,62785,-36922,0,0,0,0,-21,18,-1,-4,9,31,10,43,6,-19,6,6,5,9,34
14113,-109244,62919,-37074,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14163,-109082,62973,-37164,0,0,0,0,-13,6,20,2,21,41,23,48,-4,-6,1,10,13,5,32
14144,-109041,62811,-37370,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14040,-109037,62654,-37494,0,0,0,0,-16,0,49,15,21,27,27,35,-6,15,1,12,31,1,25
14168,-108947,62578,-37504,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14309,-108947,62506,-37482,0,0,0,0,5,-6,26,26,3,18,23,32,14,15,6,5,31,-1,-5
14331,-109061,62500,-37575,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14426,-109166,62582,-37557,0,0,0,0,28,-8,6,26,0,16,11,18,9,13,7,-13,19,3,-14
14394,-109339,62587,-37499,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14248,-109385,62753,-37507,0,0,0,0,13,1,-19,13,2,14,17,27,3,0,11,-16,12,-6,3
14138,-109301,62853,-37417,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14413,-109176,62763,-37260,0,0,0,0,11,-10,-7,18,-5,13,15,20,4,4,4,-9,11,-7,5
14446,-109304,62656,-37286,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14368,-109362,62679,-37229,0,0,0,0,5,-7,-4,9,-4,4,12,14,19,5,5,-14,13,-5,0
14316,-109351,62738,-37184,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14224,-109327,62759,-37288,0,0,0,0,-1,-1,4,7,1,9,10,18,14,-2,13,-5,0,0,5
14318,-109357,62743,-37473,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14442,-109347,62734,-37595,0,0,0,0,-8,-8,-1,1,6,12,8,22,12,-4,8,-4,-4,-1,13
14518,-109379,62704,-37551,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14500,-109323,62758,-37614,0,0,0,0,-13,-15,11,-1,1,17,11,26,12,-5,-1,-5,-2,-13,15
14314,-109304,62628,-37676,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14171,-109206,62609,-37631,0,0,0,0,-10,-3,14,0,-1,21,16,29,10,-4,-5,-5,3,-1,25
14227,-109013,62404,-37516,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14469,-108937,62329,-37300,0,0,0,0,-15,-1,20,3,3,36,17,34,9,-8,-2,-4,4,-3,23
14459,-109064,62328,-37411,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14447,-109106,62229,-37396,0,0,0,0,-18,1,22,2,7,31,14,31,1,-10,-4,0,2,0,25
14549,-109192,62273,-37357,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14470,-109297,62401,-37532,0,0,0,0,-16,-4,22,3,7,29,23,40,1,-6,-9,14,13,3,30
14588,-109311,62456,-37494,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14579,-109276,62411,-37453,0,0,0,0,-20,-6,3,1,12,30,10,35,0,-12,-8,7,9,-4,19
14428,-109292,62516,-37474,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14344,-109232,62639,-37452,0,0,0,0,-9,1,1,1,12,30,10,35,12,-8,-1,0,2,6,23
14293,-108975,62559,-37675,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14216,-108973,62496,-37786,0,0,0,0,-7,6,4,-3,8,25,12,33,3,-16,7,-3,-4,0,18
14167,-108931,62691,-37930,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14276,-108932,62779,-38096,0,0,0,0,-12,8,6,2,11,22,19,30,-2,-12,12,0,0,7,21
14393,-109209,62594,-38331,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14378,-109272,62625,-38250,0,0,0,0,-8,5,16,17,11,16,17,36,8,-1,11,-2,6,9,13
14508,-109256,62369,-37829,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14418,-109247,62313,-37507,0,0,0,0,2,4,12,17,10,18,17,25,4,5,9,5,23,1,11
14201,-109150,62689,-37490,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14147,-109043,62818,-37561,0,0,0,0,15,6,21,28,12,22,19,16,6,13,6,7,28,6,9
14129,-109019,62691,-37577,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14220,-109094,62616,-37555,0,0,0,0,3,-2,20,15,2,14,24,26,5,10,-4,-3,17,3,3
14334,-109121,62497,-37627,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14348,-109109,62459,-37706,0,0,0,0,10,-6,25,15,3,19,18,21,12,13,1,-7,22,-2,8
14381,-109107,62461,-37688,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14450,-109169,62514,-37612,0,0,0,0,-13,5,16,8,-1,20,24,24,15,2,-1,-9,4,-2,9
14389,-109264,62554,-37764,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14423,-109204,62620,-37780,0,0,0,0,-19,-3,22,2,6,27,18,23,21,-2,2,-5,2,4,22
14424,-109061,62546,-37711,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14269,-108976,62539,-37742,0,0,0,0,-21,7,32,8,15,37,17,42,-2,-16,0,8,0,4,32
14183,-108984,62597,-37779,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14162,-109012,62575,-37901,0,0,0,0,-31,6,32,4,15,41,4,37,-3,-10,0,21,3,6,32
14154,-109002,62606,-37817,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14253,-108945,62529,-37740,0,0,0,0,-32,-9,31,-17,15,41,12,42,8,-8,-11,16,11,-1,43
